Status,Category,Vendor Record Type,Vendor,Associated Prime Vendor,M/WBE Category,Woman Owned Business,Emerging Business,Agency,Expense Category,Contract ID,Parent Contract ID,Version Number,Contract type,Purpose,Industry, Current Amount , Original Amount ,Start date,End Date,Registration date,Received date,Award Method,APT PIN,PIN
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002948,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002946,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002947,,1,,,,,,,,,,,1700175/3887378,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002974,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002882,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002943,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208002851,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002792,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002795,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208002866,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002821,,1,,,,,,,,,,,1500392/3687270,32-CONTRACT ADMIN
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002791,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002596,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002571,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,AGRI SALES USA INC,N/A,Non-M/WBE,No ,No ,Police Department,FOOD & FORAGE SUPPLIES,DO105620209900630,,1,,,,,,,,,,,1600341/3787032,85716B0256
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002572,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002603,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002491,,4,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002569,,2,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002297,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002566,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002597,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208002462,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002539,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,SID TOOL CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002342,,1,,,,,,,,,,,1700175/3887314,85717B0183003
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002461,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001879,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002374,,1,,,,,,,,,,,1700175/3887378,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002176,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002341,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,CDW GOVERNMENT LLC,N/A,Non-M/WBE,No ,No ,Police Department,PURCH DATA PROCESSING EQUIPT,DO105620202000738,,1,,,,,,,,,,,,85818O0026001
Registered,Expense,Prime Vendor,CDW GOVERNMENT LLC,N/A,Non-M/WBE,No ,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE,DO105620202000736,,1,,,,,,,,,,,,85818O0026001
Registered,Expense,Prime Vendor,FASTENAL COMPANY,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002209,,1,,,,,,,,,,,1700175/3887345,17-3309/3208
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002193,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002191,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208002218,,1,,,,,,,,,,,1500392/3687270,27-CCCS
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002217,,1,,,,,,,,,,,1500392/3687270,26-FAMILY ASSIST SEC
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002216,,1,,,,,,,,,,,1500392/3687270,23-LABOR RELATIONS
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002311,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002194,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002192,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208002252,,1,,,,,,,,,,,1700175/3887342,85717B0183005
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002312,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002124,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,FASTENAL COMPANY,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208002122,,1,,,,,,,,,,,1700175/3887345,85717B0183004
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208002123,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002149,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208001966,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208002027,,1,,,,,,,,,,,1700175/3887342,85717B0183005
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208002071,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208001981,,1,,,,,,,,,,,1700175/3887378,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001100,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208001967,,1,,,,,,,,,,,1700175/3887378,85717B0183006
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208001982,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208001861,,1,,,,,,,,,,,1700175/3887342,85717B0183005
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001894,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208001792,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001772,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001771,,1,,,,,,,,,,,1700175/3887378,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001816,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001684,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001728,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001638,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208001580,,1,,,,,,,,,,,1700175/3887378,85717B0183006
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208001629,,1,,,,,,,,,,,1700175/3887378,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001742,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001741,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000974,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001727,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001486,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001655,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001666,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001685,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208001546,,1,,,,,,,,,,,1700175/3887342,85717B0183005
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001562,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,LEGEND & WHITE ANIMAL HEALTH CORP,N/A,Non-M/WBE,No ,No ,Police Department,FOOD & FORAGE SUPPLIES,DO105620209900226,,2,,,,,,,,,,,1700098/3787160,85717B0112001
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208001547,,1,,,,,,,,,,,1700175/3887342,85717B0183005
Registered,Expense,Prime Vendor,AGRI SALES USA INC,N/A,Non-M/WBE,No ,No ,Police Department,FOOD & FORAGE SUPPLIES,DO105620209900228,,1,,,,,,,,,,,1600341/3787032,85716B0256
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001597,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001636,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208001593,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001561,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,LEGEND & WHITE ANIMAL HEALTH CORP,N/A,Non-M/WBE,No ,No ,Police Department,FOOD & FORAGE SUPPLIES,DO105620209900227,,3,,,,,,,,,,,1700160/3787187,85717B0194001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001456,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001535,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208001367,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001323,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001382,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208001234,,1,,,,,,,,,,,1700175/3887342,85717B0183005
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208001232,,1,,,,,,,,,,,1700175/3887342,85717B0183005
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000784,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001246,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000858,,1,,,,,,,,,,,1500392/3687270,010-DCMB
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208001220,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001098,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001084,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001097,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001099,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208001219,,1,,,,,,,,,,,1700175/3887378,85717B0183006
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001218,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001306,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001171,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000979,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208001068,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208001096,,1,,,,,,,,,,,1700175/3887342,85717B0183005
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000994,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000976,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000801,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000319,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,B & F ELECTRIC MOTORS INC,N/A,Non-M/WBE,No ,No ,Police Department,MAINTENANCE SUPPLIES,DO105620208000872,,1,,,,,,,,,,,1700175/3887342,85717B0183005
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000886,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000841,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000785,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000782,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,OFFICE EQUIPMENT,DO105620208000786,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000812,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000811,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000783,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000781,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,CDW GOVERNMENT LLC,N/A,Non-M/WBE,No ,No ,Police Department,PURCH DATA PROCESSING EQUIPT,DO105620202000243,,3,,,,,,,,,,,,85818O0026001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000466,,3,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,DATA PROCESSING SUPPLIES,DO105620208000543,,1,,,,,,,,,,,1500392/3687270,003-GRANTS
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208000541,,1,,,,,,,,,,,1700175/3887344,001-GERBER
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000542,,1,,,,,,,,,,,1500392/3687270,002-GRANTS
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000721,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WB MASON CO INC,N/A,Non-M/WBE,No ,No ,Police Department,SUPPLIES + MATERIALS - GENERAL,DO105620208000608,,1,,,,,,,,,,,1500392/3687270,85715B0227001
Registered,Expense,Prime Vendor,WW GRAINGER INC,N/A,Non-M/WBE,No ,No ,Police Department,EQUIPMENT GENERAL,DO105620208000571,,1,,,,,,,,,,,1700175/3887344,85717B0183006
Registered,Expense,Prime Vendor,CORANET CORP,N/A,Women (Non-Minority),Yes,No ,Police Department,DATA PROCESSING EQUIPMENT MAINTENANCE,DO105620202000241,,1,,,,,,,,,,,,85816O0037001
Registered,Expense,Prime Vendor,PHILIP M CASCIANO ASSOC.  INC PMC ASSOCIATES,N/A,Non-M/WBE,No ,No ,Police Department,CONTRACTUAL SERVICES GENERAL  EQUIPMENT GENERAL,DO105620202000244,,4,,PMC SERVICE - BLOOMBERG / RENAISSANCE BUILDING,,,,,,,,,,85819S0001001
